UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
43105;Виноградная улица;58483833;Виноградная ул.;Vinogradnaya ulicza;1;734910;1104;77007000005000600
43110;Заречная улица;58483834;Заречная ул.;Zarechnaya ulicza;1;734910;1104;77007000005002600
43115;Кольцевая улица;58483835;Кольцевая ул.;Kol`czevaya ulicza;1;734910;1104;77007000005001100
43120;Помидорная улица;58483836;Помидорная ул.;Pomidornaya ulicza;1;734910;1104;77007000005001400
43125;Приполярная улица;58483837;Приполярная ул.;Pripolyarnaya ulicza;1;734910;1104;77007000005002500
43130;Северная улица;58483838;Северная ул.;Severnaya ulicza;1;734910;1104;77007000005000400
43135;1-й Северный переулок;58483839;1-й Северный пер.;Pervy'j Severny'j pereulok;2;734910;1104;77007000005001600
43140;2-й Северный переулок;58483840;2-й Северный пер.;Vtoroj Severny'j pereulok;2;734910;1104;77007000005001700
43145;5-й Северный переулок;58483841;5-й Северный пер.;Pyaty'j Severny'j pereulok;2;734910;1104;77007000005001500
43150;Средний проезд;58483842;Средний пр.;Srednij proezd;3;734910;1104;77007000005001000
43155;улица Строителей;58483843;ул. Строителей;ulicza Stroitelej;1;734910;1104;77007000005000200
43160;Широкая улица;58483844;Широкая ул.;Shirokaya ulicza;1;734910;1104;77007000005003400
43165;Ямальская улица;58483845;Ямальская ул.;Yamal`skaya ulicza;1;734910;1104;77007000005002900
43170;Августовская улица;58483846;Августовская ул.;Avgustovskaya ulicza;1;734920;1104;77007000002005700
43175;Вишнёвый проезд;58483848;Вишнёвый пр.;Vishnyovy'j proezd;3;734920;1104;77007000002005300
43180;улица Гагарина;58483849;ул. Гагарина;ulicza Gagarina;1;734920;1104;77007000002003900
43185;улица Гладкова;58483850;ул. Гладкова;ulicza Gladkova;1;734920;1104;77007000002006300
43190;улица Гоголя;58483851;ул. Гоголя;ulicza Gogolya;1;734920;1104;77007000002002000
43195;улица Горького;58483852;ул. Горького;ulicza Gor`kogo;1;734920;1104;77007000002006500
43200;Дачная улица;58483853;Дачная ул.;Dachnaya ulicza;1;734920;1104;77007000002005800
43205;Декабрьская улица;58483854;Декабрьская ул.;Dekabr`skaya ulicza;1;734920;1104;77007000002003300
43210;улица Дзержинского;58483855;ул. Дзержинского;ulicza Dzerzhinskogo;1;734920;1104;77007000002003400
43215;1-й Дорожный проезд;58483856;1-й Дорожный пр.;Pervy'j Dorozhny'j proezd;3;734920;1104;77007000002004000
43220;2-й Дорожный проезд;58483857;2-й Дорожный пр.;Vtoroj Dorozhny'j proezd;3;734920;1104;77007000002005600
43225;3-й Дорожный проезд;58483858;3-й Дорожный пр.;Tretij Dorozhny'j proezd;3;734920;1104;77007000002005100
43230;4-й Дорожный проезд;58483859;4-й Дорожный пр.;Chetvyorty'j Dorozhny'j proezd;3;734920;1104;77007000002004700
43235;Железнодорожная улица;58483860;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;734920;1104;77007000002000600
43240;Заречная улица;58483861;Заречная ул.;Zarechnaya ulicza;1;734920;1104;77007000002006200
43245;Зелёная улица;58483862;Зелёная ул.;Zelyonaya ulicza;1;734920;1104;77007000002001600
43250;Июльская улица;58483863;Июльская ул.;Iyul`skaya ulicza;1;734920;1104;77007000002003200
43255;Июньская улица;58483864;Июньская ул.;Iyun`skaya ulicza;1;734920;1104;77007000002000500
43260;улица Калинина;58483865;ул. Калинина;ulicza Kalinina;1;734920;1104;77007000002004600
43265;улица Кирова;58483866;ул. Кирова;ulicza Kirova;1;734920;1104;77007000002004500
43270;Красноармейская улица;58483867;Красноармейская ул.;Krasnoarmejskaya ulicza;1;734920;1104;77007000002002200
43275;улица Ленина;58483868;ул. Ленина;ulicza Lenina;1;734920;1104;77007000002001100
43280;Лесная улица;58483869;Лесная ул.;Lesnaya ulicza;1;734920;1104;77007000002001800
43285;Линейный проезд;58483870;Линейный пр.;Linejny'j proezd;3;734920;1104;77007000002005400
43290;Луговая улица;58483871;Луговая ул.;Lugovaya ulicza;1;734920;1104;77007000002006600
43295;Майская улица;58483872;Майская ул.;Majskaya ulicza;1;734920;1104;77007000002004200
43300;Минская улица;58483873;Минская ул.;Minskaya ulicza;1;734920;1104;77007000002002400
43305;Молодёжная улица;58483874;Молодёжная ул.;Molodyozhnaya ulicza;1;734920;1104;77007000002001700
43310;Московская улица;58483875;Московская ул.;Moskovskaya ulicza;1;734920;1104;77007000002004800
43315;Набережная улица;58483876;Набережная ул.;Naberezhnaya ulicza;1;734920;1104;77007000002006100
43320;1-й Набережный тупик;58483877;1-й Набережный туп.;Pervy'j Naberezhny'j tupik;7;734920;1104;77007000002006000
43325;2-й Набережный тупик;58483878;2-й Набережный туп.;Vtoroj Naberezhny'j tupik;7;734920;1104;77007000002001400
43330;3-й Набережный тупик;58483879;3-й Набережный туп.;Tretij Naberezhny'j tupik;7;734920;1104;77007000002004400
43335;Ноябрьская улица;58483880;Ноябрьская ул.;Noyabr`skaya ulicza;1;734920;1104;77007000002000700
43340;Озёрная улица;58483881;Озёрная ул.;Ozyornaya ulicza;1;734920;1104;77007000002004900
43345;Октябрьская улица;58483882;Октябрьская ул.;Oktyabr`skaya ulicza;1;734920;1104;77007000002001300
43350;1-я Октябрьская улица;58483883;1-я Октябрьская ул.;Pervaya Oktyabr`skaya ulicza;1;734920;1104;77007000002004100
43355;2-я Октябрьская улица;58483884;2-я Октябрьская ул.;Vtoraya Oktyabr`skaya ulicza;1;734920;1104;77007000002002100
43360;Октябрьский проезд;58483885;Октябрьский пр.;Oktyabr`skij proezd;3;734920;1104;77007000002002700
43365;улица Орджоникидзе;58483886;ул. Орджоникидзе;ulicza Ordzhonikidze;1;734920;1104;77007000002002600
43370;Первомайская улица;58483887;Первомайская ул.;Pervomajskaya ulicza;1;734920;1104;77007000002000200
43375;Полевая улица;58483888;Полевая ул.;Polevaya ulicza;1;734920;1104;77007000002003600
43380;улица Пушкина;58483889;ул. Пушкина;ulicza Pushkina;1;734920;1104;77007000002001000
43385;Садовая улица;58483890;Садовая ул.;Sadovaya ulicza;1;734920;1104;77007000002003800
43390;Сентябрьская улица;58483891;Сентябрьская ул.;Sentyabr`skaya ulicza;1;734920;1104;77007000002005000
43395;1-й Сентябрьский переулок;58483892;1-й Сентябрьский пер.;Pervy'j Sentyabr`skij pereulok;2;734920;1104;77007000002000100
43400;2-й Сентябрьский переулок;58483893;2-й Сентябрьский пер.;Vtoroj Sentyabr`skij pereulok;2;734920;1104;77007000002000300
43405;3-й Сентябрьский переулок;58483894;3-й Сентябрьский пер.;Tretij Sentyabr`skij pereulok;2;734920;1104;77007000002005500
43410;4-й Сентябрьский переулок;58483895;4-й Сентябрьский пер.;Chetvyorty'j Sentyabr`skij pereulok;2;734920;1104;77007000002000400
43415;Советская улица;58483896;Советская ул.;Sovetskaya ulicza;1;734920;1104;77007000002001200
43420;Спортивная улица;58483897;Спортивная ул.;Sportivnaya ulicza;1;734920;1104;77007000002002900
43425;улица Сурикова;58483898;ул. Сурикова;ulicza Surikova;1;734920;1104;77007000002003500
43430;улица Труда;58483900;ул. Труда;ulicza Truda;1;734920;1104;77007000002003100
43435;Учительская улица;58483901;Учительская ул.;Uchitel`skaya ulicza;1;734920;1104;77007000002001500
43440;Учительский проезд;58483902;Учительский пр.;Uchitel`skij proezd;3;734920;1104;77007000002000900
43445;улица Фрунзе;58483903;ул. Фрунзе;ulicza Frunze;1;734920;1104;77007000002002800
43450;1-я Центральная улица;58483904;1-я Центральная ул.;Pervaya Czentral`naya ulicza;1;734920;1104;77007000002000800
43455;2-я Центральная улица;58483905;2-я Центральная ул.;Vtoraya Czentral`naya ulicza;1;734920;1104;77007000002001900
43460;Школьная улица;58483906;Школьная ул.;Shkol`naya ulicza;1;734920;1104;77007000002002500
43465;Январская улица;58483907;Январская ул.;Yanvarskaya ulicza;1;734920;1104;77007000002005900
43470;Садовый переулок;58483908;Садовый пер.;Sadovy'j pereulok;2;734960;1204;77008000003000300
43475;Садовая улица;58483909;Садовая ул.;Sadovaya ulicza;1;734960;1204;77008000003000100
43480;1-й Садовый проезд;58483910;1-й Садовый пр.;Pervy'j Sadovy'j proezd;3;734960;1204;77008000003000700
43485;2-й Садовый проезд;58483911;2-й Садовый пр.;Vtoroj Sadovy'j proezd;3;734960;1204;77008000003000200
43490;3-й Садовый проезд;58483912;3-й Садовый пр.;Tretij Sadovy'j proezd;3;734960;1204;77008000003000400
43495;Тихая улица;58483913;Тихая ул.;Tixaya ulicza;1;734960;1204;77008000003000900
43500;Солнечная улица;58483914;Солнечная ул.;Solnechnaya ulicza;1;734970;1204;77008000004000100
43505;Центральная улица;58483915;Центральная ул.;Czentral`naya ulicza;1;734980;1204;77008000005000300
43510;улица Фрунзе;58483916;ул. Фрунзе;ulicza Frunze;1;736980;1204;77008000001002000
43515;Берёзовая улица;58483917;Берёзовая ул.;Beryozovaya ulicza;1;736980;1204;77008000001000900
43520;улица Ватутина;58483918;ул. Ватутина;ulicza Vatutina;1;736980;1204;77008000001000700
43525;Вишнёвая улица;58483919;Вишнёвая ул.;Vishnyovaya ulicza;1;736980;1204;77008000001002600
43530;улица Димитрова;58483920;ул. Димитрова;ulicza Dimitrova;1;736980;1204;77008000001001100
43535;Заводская улица;58483921;Заводская ул.;Zavodskaya ulicza;1;736980;1204;77008000001001900
43540;Заречная улица;58483922;Заречная ул.;Zarechnaya ulicza;1;736980;1204;77008000001002900
43545;Калужское шоссе;58483923;Калужское ш.;Kaluzhskoe shosse;6;"736980;737000";"1204;1209";"77008000001002800;77000005000006100"
43550;улица Ленина;58483924;ул. Ленина;ulicza Lenina;1;736980;1204;77008000001002400
43555;улица Мира;58483925;ул. Мира;ulicza Mira;1;736980;1204;77008000001001000
43560;1-й проезд Мира;58483926;1-й пр. Мира;Pervy'j proezd Mira;3;736980;1204;77008000001002300
43565;2-й проезд Мира;58483927;2-й пр. Мира;Vtoroj proezd Mira;3;736980;1204;77008000001001800
43570;3-й проезд Мира;58483928;3-й пр. Мира;Tretij proezd Mira;3;736980;1204;77008000001002100
43575;улица Мичурина;58483929;ул. Мичурина;ulicza Michurina;1;736980;1204;77008000001001700
43580;Октябрьская улица;58483930;Октябрьская ул.;Oktyabr`skaya ulicza;1;736980;1204;77008000001001400
